 ,Area,IntDen,Median,RawIntDen
106,22,26219.000,1205,26219.000
107,21,27255.000,1281,27255.000
108,23,32755.000,1493,32755.000
109,11,15609.000,1598,15609.000
110,15,20417.000,1598,20417.000
111,17,21666.000,1206,21666.000
112,19,27840.000,1724,27840.000
113,17,23561.000,1400,23561.000
114,16,22390.000,1475,22390.000
115,22,31334.000,1680,31334.000
116,22,30551.000,1306,30551.000
117,21,29051.000,1368,29051.000
118,7,8754.000,1167,8754.000
119,31,38864.000,1097,38864.000
120,25,37280.000,1672,37280.000
121,14,20258.000,1724,20258.000
122,6,6900.000,1183,6900.000
123,28,32845.000,1117,32845.000
124,17,23917.000,1603,23917.000
125,25,34570.000,1302,34570.000
126,12,11524.000,972,11524.000
127,14,20610.000,1680,20610.000
128,9,11542.000,1252,11542.000
129,12,17410.000,1638,17410.000
130,15,20441.000,1492,20441.000
131,15,20780.000,1638,20780.000
132,16,22135.000,1598,22135.000
133,17,20015.000,1093,20015.000
134,17,18797.000,1088,18797.000
135,19,25657.000,1598,25657.000
136,15,20127.000,1462,20127.000
137,27,39471.000,1677,39471.000
138,20,29652.000,1724,29652.000
139,14,20278.000,1680,20278.000
140,14,21184.000,1638,21184.000
141,24,30639.000,1215,30639.000
142,13,19977.000,1724,19977.000
143,17,23506.000,1638,23506.000
144,16,20822.000,1485,20822.000
145,15,20916.000,1372,20916.000
146,2,2245.000,1130,2245.000
147,19,29584.000,1713,29584.000
148,14,18885.000,1493,18885.000
149,23,31868.000,1598,31868.000
150,14,19780.000,1680,19780.000
151,12,15817.000,1426,15817.000
152,17,24304.000,1680,24304.000
153,16,19342.000,1277,19342.000
154,16,16855.000,1044,16855.000
155,11,15774.000,1638,15774.000
156,15,21442.000,1680,21442.000
157,21,31651.000,1724,31651.000
158,13,17645.000,1478,17645.000
159,14,20424.000,1581,20424.000
160,13,17189.000,1322,17189.000
161,48,60841.000,1252,60841.000
162,34,51428.000,1771,51428.000
163,17,25053.000,1508,25053.000
164,12,14285.000,1176,14285.000
165,12,17253.000,1598,17253.000
166,15,19141.000,1178,19141.000
167,11,14646.000,1267,14646.000
168,49,59318.000,1231,59318.000
169,15,17486.000,1078,17486.000
170,62,93625.000,1727,93625.000
171,17,23027.000,1680,23027.000
172,13,17221.000,1237,17221.000
173,66,94804.000,1440,94804.000
174,13,19815.000,1680,19815.000
175,20,28860.000,1654,28860.000
176,9,12163.000,1252,12163.000
177,17,24699.000,1521,24699.000
178,14,13603.000,988,13603.000
179,16,22262.000,1700,22262.000
180,2,1848.000,986,1848.000
181,15,21665.000,1598,21665.000
182,14,18054.000,1598,18054.000
183,13,18987.000,1598,18987.000
184,36,44770.000,1222,44770.000
185,27,37672.000,1423,37672.000
186,19,29098.000,1680,29098.000
187,13,17927.000,1469,17927.000
188,18,24914.000,1638,24914.000
189,19,26278.000,1638,26278.000
190,2,2081.000,1191,2081.000
191,15,20517.000,1517,20517.000
192,20,28130.000,1598,28130.000
193,17,22644.000,1457,22644.000
194,16,22141.000,1419,22141.000
195,19,24385.000,1283,24385.000
196,24,32764.000,1326,32764.000
197,18,25055.000,1598,25055.000
198,13,17151.000,1375,17151.000
199,33,44061.000,1295,44061.000
200,12,17594.000,1680,17594.000
201,25,35021.000,1551,35021.000
202,39,51519.000,1300,51519.000
203,21,31124.000,1680,31124.000
204,12,17383.000,1638,17383.000
205,12,17227.000,1560,17227.000
206,16,22714.000,1598,22714.000
207,37,53152.000,1680,53152.000
208,17,25091.000,1615,25091.000
209,23,33177.000,1510,33177.000
210,22,24085.000,1073,24085.000
211,13,17380.000,1521,17380.000
212,18,24793.000,1490,24793.000
213,21,28516.000,1288,28516.000
214,2,1710.000,878,1710.000
215,21,27699.000,1598,27699.000
216,23,29942.000,1355,29942.000
217,14,14743.000,1081,14743.000
218,14,19008.000,1598,19008.000
219,19,26008.000,1598,26008.000
220,10,13641.000,1598,13641.000
221,19,25209.000,1638,25209.000
222,24,33053.000,1603,33053.000
223,17,23213.000,1598,23213.000
224,22,29896.000,1458,29896.000
225,17,23026.000,1560,23026.000
226,14,18250.000,1272,18250.000
227,11,14957.000,1339,14957.000
228,21,26929.000,1208,26929.000
229,15,15716.000,948,15716.000
230,20,23137.000,1113,23137.000
231,9,12134.000,1280,12134.000
232,10,15369.000,1598,15369.000
233,17,23068.000,1638,23068.000
234,21,31176.000,1466,31176.000
235,19,24282.000,1176,24282.000
236,17,24513.000,1637,24513.000
237,26,38645.000,1771,38645.000
238,14,18634.000,1680,18634.000
239,13,17856.000,1560,17856.000
240,18,22496.000,1181,22496.000
241,20,28095.000,1638,28095.000
242,18,25600.000,1598,25600.000
243,12,17650.000,1598,17650.000
244,14,19200.000,1598,19200.000
245,8,9961.000,1267,9961.000
246,24,34924.000,1729,34924.000
247,16,22100.000,1680,22100.000
248,14,20185.000,1598,20185.000
249,14,20791.000,1598,20791.000
250,33,47202.000,1560,47202.000
251,15,21057.000,1662,21057.000
252,4,5230.000,1497,5230.000
253,15,20260.000,1360,20260.000
254,12,11537.000,945,11537.000
255,17,23904.000,1560,23904.000
256,14,18646.000,1560,18646.000
257,23,31798.000,1557,31798.000
258,15,21948.000,1680,21948.000
259,22,29997.000,1445,29997.000
260,12,12205.000,1041,12205.000
261,19,27326.000,1680,27326.000
262,15,20627.000,1613,20627.000
263,12,16207.000,1560,16207.000
264,15,20778.000,1560,20778.000
265,12,16241.000,1560,16241.000
266,16,22262.000,1560,22262.000
267,9,10463.000,1108,10463.000
268,12,16148.000,1598,16148.000
269,13,17870.000,1560,17870.000
270,14,18528.000,1369,18528.000
271,23,31679.000,1413,31679.000
272,15,20328.000,1341,20328.000
273,19,26279.000,1330,26279.000
274,23,30277.000,1252,30277.000
275,19,26293.000,1598,26293.000
276,12,17529.000,1560,17529.000
277,14,18688.000,1560,18688.000
278,4,4353.000,1012,4353.000
279,20,29122.000,1563,29122.000
280,18,18420.000,1068,18420.000
281,17,19539.000,1070,19539.000
282,17,23066.000,1310,23066.000
283,14,17978.000,1322,17978.000
284,20,26808.000,1313,26808.000
285,24,34280.000,1356,34280.000
286,13,18281.000,1524,18281.000
287,13,19093.000,1560,19093.000
288,17,22346.000,1501,22346.000
289,19,26793.000,1423,26793.000
290,14,20188.000,1680,20188.000
291,2,2013.000,1038,2013.000
292,25,35762.000,1644,35762.000
293,28,35773.000,1285,35773.000
294,17,22691.000,1524,22691.000
295,19,25102.000,1344,25102.000
296,24,27582.000,1047,27582.000
297,24,32366.000,1312,32366.000
298,16,21528.000,1560,21528.000
299,19,27166.000,1473,27166.000
300,19,25515.000,1598,25515.000
301,13,18290.000,1598,18290.000
302,14,18230.000,1554,18230.000
303,14,19806.000,1560,19806.000
304,7,6857.000,927,6857.000
305,10,15066.000,1654,15066.000
306,10,13859.000,1489,13859.000
307,13,18144.000,1560,18144.000
308,13,17865.000,1560,17865.000
309,13,17896.000,1532,17896.000
310,21,29772.000,1593,29772.000
311,19,28149.000,1484,28149.000
312,16,21271.000,1627,21271.000
313,9,12688.000,1379,12688.000
314,18,25402.000,1680,25402.000
315,15,18998.000,1188,18998.000
316,16,21486.000,1453,21486.000
317,20,28208.000,1643,28208.000
318,16,23212.000,1680,23212.000
319,22,27847.000,1243,27847.000
320,37,54573.000,1724,54573.000
321,15,19995.000,1275,19995.000
322,14,20094.000,1560,20094.000
323,14,17895.000,1452,17895.000
324,13,18946.000,1598,18946.000
325,27,36937.000,1524,36937.000
326,16,21499.000,1459,21499.000
327,20,28349.000,1632,28349.000
328,18,22476.000,1204,22476.000
329,15,21002.000,1523,21002.000
330,28,37763.000,1598,37763.000
331,13,17566.000,1524,17566.000
332,12,16253.000,1598,16253.000
333,19,25857.000,1477,25857.000
334,14,19563.000,1582,19563.000
335,2,1742.000,897,1742.000
336,17,24143.000,1602,24143.000
337,17,24272.000,1501,24272.000
338,24,34006.000,1666,34006.000
339,20,27911.000,1318,27911.000
340,25,34043.000,1351,34043.000
341,15,21542.000,1562,21542.000
342,19,27858.000,1724,27858.000
343,18,27218.000,1771,27218.000
344,14,20865.000,1593,20865.000
345,8,11625.000,1485,11625.000
346,9,13280.000,1524,13280.000
347,13,17054.000,1409,17054.000
348,15,19702.000,1524,19702.000
349,18,25999.000,1598,25999.000
350,16,20718.000,1524,20718.000
351,16,20352.000,1524,20352.000
352,13,16659.000,1486,16659.000
353,17,23220.000,1544,23220.000
354,11,15635.000,1387,15635.000
355,11,14802.000,1243,14802.000
356,15,20660.000,1427,20660.000
357,16,22501.000,1680,22501.000
358,21,28939.000,1314,28939.000
359,20,28200.000,1638,28200.000
360,17,22032.000,1524,22032.000
361,7,6988.000,1033,6988.000
362,19,25596.000,1524,25596.000
363,18,25234.000,1506,25234.000
364,17,18521.000,1069,18521.000
365,27,40269.000,1724,40269.000
366,28,42195.000,1724,42195.000
367,19,23922.000,1524,23922.000
368,17,21364.000,1316,21364.000
369,18,23791.000,1313,23791.000
370,8,9209.000,1156,9209.000
371,17,21418.000,1241,21418.000
372,16,22465.000,1560,22465.000
373,24,32426.000,1425,32426.000
374,16,17417.000,1047,17417.000
375,28,38487.000,1383,38487.000
376,20,28444.000,1756,28444.000
377,12,15557.000,1524,15557.000
378,16,21507.000,1347,21507.000
379,14,21122.000,1688,21122.000
380,19,24571.000,1524,24571.000
381,16,23436.000,1676,23436.000
382,5,5768.000,1171,5768.000
383,13,19074.000,1664,19074.000
384,13,18511.000,1503,18511.000
385,9,10725.000,1070,10725.000
386,12,15963.000,1382,15963.000
387,6,7248.000,1153,7248.000
388,15,19534.000,1524,19534.000
389,20,28904.000,1703,28904.000
390,19,22410.000,1163,22410.000
391,4,3464.000,877,3464.000
392,2,1732.000,898,1732.000
393,29,43224.000,1771,43224.000
394,18,26970.000,1682,26970.000
395,3,3480.000,1192,3480.000
396,14,18302.000,1489,18302.000
397,11,14478.000,1524,14478.000
398,4,4307.000,1058,4307.000
399,17,25748.000,1724,25748.000
400,28,43007.000,1771,43007.000
401,27,35293.000,1524,35293.000
402,3,2951.000,876,2951.000
403,21,29913.000,1479,29913.000
404,17,23876.000,1524,23876.000
405,19,25917.000,1411,25917.000
406,37,54484.000,1724,54484.000
407,6,8061.000,1444,8061.000
408,11,14481.000,1430,14481.000
409,28,40773.000,1504,40773.000
410,22,30893.000,1476,30893.000
411,13,17758.000,1524,17758.000
412,17,23745.000,1598,23745.000
413,7,7349.000,1115,7349.000
414,12,17285.000,1560,17285.000
415,16,18904.000,1213,18904.000
416,13,17281.000,1429,17281.000
417,33,44330.000,1388,44330.000
418,16,23248.000,1724,23248.000
419,36,53932.000,1724,53932.000
420,9,11515.000,1403,11515.000
421,18,25343.000,1680,25343.000
422,10,13491.000,1524,13491.000
423,25,35000.000,1466,35000.000
424,19,26079.000,1313,26079.000
425,11,15485.000,1524,15485.000
426,15,20944.000,1528,20944.000
427,27,39698.000,1632,39698.000
428,14,18730.000,1524,18730.000
429,21,30491.000,1664,30491.000
430,22,27742.000,1356,27742.000
431,19,26878.000,1567,26878.000
432,16,20729.000,1524,20729.000
433,19,27128.000,1560,27128.000
434,11,13888.000,1298,13888.000
435,20,27575.000,1409,27575.000
436,38,55864.000,1636,55864.000
437,14,20358.000,1724,20358.000
438,17,23577.000,1524,23577.000
439,14,18293.000,1489,18293.000
440,36,49051.000,1560,49051.000
441,10,12295.000,1134,12295.000
442,15,21779.000,1489,21779.000
443,16,20641.000,1422,20641.000
444,15,21233.000,1680,21233.000
445,16,20798.000,1445,20798.000
446,17,23698.000,1560,23698.000
447,16,21841.000,1406,21841.000
448,19,25366.000,1379,25366.000
449,19,25470.000,1260,25470.000
450,11,14875.000,1489,14875.000
451,14,19854.000,1657,19854.000
452,25,35606.000,1534,35606.000
453,8,8049.000,1037,8049.000
454,17,22893.000,1524,22893.000
455,16,22885.000,1489,22885.000
456,9,12394.000,1466,12394.000
457,19,27422.000,1560,27422.000
458,15,20896.000,1667,20896.000
459,14,20677.000,1561,20677.000
460,22,31605.000,1510,31605.000
461,12,16714.000,1489,16714.000
462,19,24441.000,1236,24441.000
463,14,20924.000,1680,20924.000
464,17,22277.000,1262,22277.000
465,10,13464.000,1477,13464.000
466,12,15969.000,1463,15969.000
467,12,15621.000,1489,15621.000
468,13,16807.000,1489,16807.000
469,11,12626.000,1144,12626.000
470,17,22051.000,1489,22051.000
471,15,19088.000,1456,19088.000
472,15,20671.000,1489,20671.000
473,17,23352.000,1428,23352.000
474,22,32970.000,1724,32970.000
475,18,24913.000,1593,24913.000
476,11,12322.000,1113,12322.000
477,14,18598.000,1524,18598.000
478,34,49083.000,1512,49083.000
479,23,31566.000,1329,31566.000
480,2,2314.000,1273,2314.000
481,22,32085.000,1691,32085.000
482,26,33510.000,1470,33510.000
483,9,12451.000,1524,12451.000
484,15,20764.000,1560,20764.000
485,17,19148.000,1124,19148.000
486,20,28039.000,1591,28039.000
487,20,26257.000,1560,26257.000
488,38,52652.000,1598,52652.000
489,21,28806.000,1524,28806.000
490,32,46162.000,1680,46162.000
491,12,14346.000,1221,14346.000
492,13,17538.000,1489,17538.000
493,15,19709.000,1524,19709.000
494,23,32811.000,1598,32811.000
495,21,30864.000,1680,30864.000
496,24,32403.000,1489,32403.000
497,15,23434.000,1680,23434.000
498,17,23803.000,1560,23803.000
499,20,28355.000,1680,28355.000
500,2,1668.000,838,1668.000
501,7,8852.000,1166,8852.000
502,21,29468.000,1393,29468.000
503,18,22531.000,1231,22531.000
504,15,19346.000,1560,19346.000
505,16,22015.000,1560,22015.000
506,17,22022.000,1489,22022.000
507,27,37508.000,1676,37508.000
508,18,24981.000,1602,24981.000
509,13,17183.000,1431,17183.000
510,14,18329.000,1489,18329.000
511,11,15147.000,1456,15147.000
512,18,26500.000,1764,26500.000
513,11,16272.000,1560,16272.000
514,11,15065.000,1480,15065.000
515,14,19473.000,1680,19473.000
516,23,32633.000,1498,32633.000
517,11,14839.000,1605,14839.000
518,16,21525.000,1507,21525.000
519,22,29894.000,1531,29894.000
520,16,20111.000,1294,20111.000
521,21,28085.000,1524,28085.000
522,16,20688.000,1489,20688.000
523,21,30361.000,1522,30361.000
524,2,1857.000,954,1857.000
525,15,20725.000,1560,20725.000
526,16,23868.000,1680,23868.000
527,14,17397.000,1416,17397.000
528,30,38455.000,1456,38455.000
529,41,63922.000,1771,63922.000
530,11,15693.000,1560,15693.000
531,21,29645.000,1638,29645.000
532,43,60486.000,1435,60486.000
533,13,14481.000,1130,14481.000
534,19,27291.000,1677,27291.000
535,10,13654.000,1592,13654.000
536,15,18333.000,1319,18333.000
537,37,49592.000,1371,49592.000
538,16,21808.000,1367,21808.000
539,9,12209.000,1456,12209.000
540,13,17236.000,1456,17236.000
541,17,23034.000,1560,23034.000
542,11,14312.000,1306,14312.000
543,2,1915.000,1006,1915.000
544,11,15700.000,1638,15700.000
545,15,20543.000,1453,20543.000
546,16,19925.000,1230,19925.000
547,11,15116.000,1489,15116.000
548,12,16286.000,1560,16286.000
549,13,17897.000,1489,17897.000
550,2,1763.000,950,1763.000
551,20,27724.000,1560,27724.000
552,13,15685.000,1283,15685.000
553,14,18568.000,1489,18568.000
554,37,53326.000,1643,53326.000
555,17,21450.000,1456,21450.000
556,21,29754.000,1550,29754.000
557,15,21239.000,1571,21239.000
558,25,34124.000,1459,34124.000
559,15,23449.000,1724,23449.000
560,34,51219.000,1680,51219.000
561,17,21301.000,1139,21301.000
562,46,61692.000,1344,61692.000
563,15,20719.000,1598,20719.000
564,21,31949.000,1724,31949.000
565,17,22168.000,1489,22168.000
566,19,26895.000,1598,26895.000
567,16,22888.000,1663,22888.000
568,17,22937.000,1460,22937.000
569,17,23976.000,1510,23976.000
570,15,20395.000,1279,20395.000
571,18,22380.000,1456,22380.000
572,11,13876.000,1489,13876.000
573,17,22346.000,1524,22346.000
574,15,20869.000,1490,20869.000
575,15,20584.000,1417,20584.000
576,16,22419.000,1638,22419.000
577,15,20316.000,1524,20316.000
578,17,23251.000,1524,23251.000
579,19,25739.000,1422,25739.000
580,15,18457.000,1456,18457.000
581,13,19615.000,1680,19615.000
582,12,16947.000,1598,16947.000
583,24,34109.000,1680,34109.000
584,15,20765.000,1524,20765.000
585,15,21448.000,1516,21448.000
586,15,20363.000,1283,20363.000
587,2,1711.000,885,1711.000
588,16,21298.000,1456,21298.000
589,11,15398.000,1456,15398.000
590,14,18105.000,1560,18105.000
591,14,19613.000,1598,19613.000
592,14,20221.000,1598,20221.000
593,15,21020.000,1560,21020.000
594,15,20049.000,1524,20049.000
595,17,22092.000,1231,22092.000
596,6,6028.000,978,6028.000
597,41,54870.000,1291,54870.000
598,12,17167.000,1724,17167.000
599,19,27409.000,1724,27409.000
600,12,14935.000,1251,14935.000
601,18,25050.000,1655,25050.000
602,21,31416.000,1680,31416.000
603,15,22049.000,1680,22049.000
604,14,19836.000,1638,19836.000
605,13,17897.000,1598,17897.000
606,15,20012.000,1420,20012.000
607,20,27251.000,1442,27251.000
608,15,19834.000,1192,19834.000
609,6,7651.000,1347,7651.000
610,12,16185.000,1424,16185.000
611,18,25386.000,1560,25386.000
612,17,21564.000,1237,21564.000
613,19,28431.000,1764,28431.000
614,51,73826.000,1638,73826.000
615,14,19335.000,1560,19335.000
616,13,16151.000,1352,16151.000
617,12,15128.000,1424,15128.000
618,13,17681.000,1524,17681.000
619,18,24416.000,1524,24416.000
620,12,16419.000,1524,16419.000
621,38,53514.000,1680,53514.000
622,27,40585.000,1680,40585.000
623,15,19145.000,1424,19145.000
624,15,21040.000,1638,21040.000
625,17,22299.000,1370,22299.000
626,14,20883.000,1598,20883.000
627,39,56847.000,1666,56847.000
628,16,21960.000,1524,21960.000
629,13,15903.000,1263,15903.000
630,12,15578.000,1456,15578.000
631,20,26956.000,1560,26956.000
632,47,65994.000,1452,65994.000
633,19,26196.000,1382,26196.000
634,16,24140.000,1724,24140.000
635,12,16905.000,1560,16905.000
636,24,31534.000,1456,31534.000
637,15,20566.000,1456,20566.000
638,12,15701.000,1424,15701.000
639,14,18714.000,1424,18714.000
640,5,6013.000,1223,6013.000
641,11,14754.000,1560,14754.000
642,18,26701.000,1714,26701.000
643,19,24361.000,1456,24361.000
644,13,17831.000,1578,17831.000
645,15,17479.000,1083,17479.000
646,15,21057.000,1680,21057.000
647,16,22847.000,1647,22847.000
648,35,45548.000,1573,45548.000
649,18,25009.000,1560,25009.000
650,17,23738.000,1430,23738.000
651,23,34393.000,1724,34393.000
652,13,18542.000,1528,18542.000
653,13,17742.000,1524,17742.000
654,39,52306.000,1524,52306.000
655,11,13518.000,1284,13518.000
656,4,3710.000,926,3710.000
657,10,13833.000,1489,13833.000
658,15,20832.000,1560,20832.000
659,15,21740.000,1485,21740.000
660,17,22258.000,1385,22258.000
661,12,15069.000,1244,15069.000
662,2,2036.000,1064,2036.000
663,14,17473.000,1456,17473.000
664,17,25241.000,1771,25241.000
665,16,21063.000,1489,21063.000
666,17,22034.000,1456,22034.000
667,17,23442.000,1560,23442.000
668,18,25526.000,1616,25526.000
669,29,39049.000,1332,39049.000
670,18,26800.000,1771,26800.000
671,16,21196.000,1281,21196.000
672,25,37089.000,1638,37089.000
673,17,23783.000,1524,23783.000
674,10,13494.000,1424,13494.000
675,19,26169.000,1560,26169.000
676,15,21825.000,1724,21825.000
677,13,19061.000,1680,19061.000
678,11,13932.000,1424,13932.000
679,52,66316.000,1394,66316.000
680,11,13748.000,1424,13748.000
681,30,37834.000,1424,37834.000
682,23,32958.000,1505,32958.000
683,16,23652.000,1724,23652.000
684,11,14247.000,1424,14247.000
685,14,18814.000,1373,18814.000
686,11,14138.000,1385,14138.000
687,12,14269.000,1394,14269.000
688,14,19574.000,1598,19574.000
689,15,21173.000,1598,21173.000
690,21,30147.000,1428,30147.000
691,15,20952.000,1443,20952.000
692,11,15131.000,1424,15131.000
693,11,14873.000,1456,14873.000
694,16,20291.000,1479,20291.000
695,12,17223.000,1680,17223.000
696,21,31684.000,1771,31684.000
697,12,17055.000,1676,17055.000
698,9,13401.000,1560,13401.000
699,13,20529.000,1638,20529.000
700,14,19403.000,1638,19403.000
701,13,15661.000,1222,15661.000
702,18,23398.000,1560,23398.000
703,13,16474.000,1220,16474.000
704,14,18383.000,1598,18383.000
705,15,19691.000,1489,19691.000
706,14,18540.000,1424,18540.000
707,10,13721.000,1556,13721.000
708,13,15865.000,1379,15865.000
709,12,15681.000,1424,15681.000
710,14,18143.000,1424,18143.000
711,18,25897.000,1724,25897.000
712,13,14967.000,1178,14967.000
713,12,16557.000,1456,16557.000
714,16,21268.000,1598,21268.000
715,15,21638.000,1560,21638.000
716,22,29494.000,1370,29494.000
717,17,22408.000,1262,22408.000
718,23,33116.000,1680,33116.000
719,16,21241.000,1327,21241.000
720,16,22484.000,1598,22484.000
721,8,8654.000,1084,8654.000
722,13,17359.000,1524,17359.000
723,12,16463.000,1564,16463.000
724,13,18514.000,1570,18514.000
725,9,12540.000,1489,12540.000
726,22,28684.000,1394,28684.000
727,17,21522.000,1216,21522.000
728,17,26571.000,1771,26571.000
729,10,13096.000,1489,13096.000
730,13,16582.000,1456,16582.000
731,14,19024.000,1548,19024.000
732,26,35822.000,1452,35822.000
733,16,23069.000,1638,23069.000
734,15,20968.000,1638,20968.000
735,8,10385.000,1496,10385.000
736,12,15664.000,1394,15664.000
737,18,23812.000,1489,23812.000
738,30,40394.000,1524,40394.000
739,13,18218.000,1383,18218.000
740,13,16981.000,1524,16981.000
741,13,17610.000,1424,17610.000
742,11,14758.000,1524,14758.000
743,22,30012.000,1412,30012.000
744,22,28292.000,1424,28292.000
745,13,17537.000,1489,17537.000
746,14,18677.000,1489,18677.000
747,2,2049.000,1155,2049.000
748,12,15219.000,1304,15219.000
749,16,22536.000,1724,22536.000
750,22,28154.000,1357,28154.000
751,10,12792.000,1394,12792.000
752,9,12212.000,1456,12212.000
753,15,22166.000,1586,22166.000
754,13,17871.000,1489,17871.000
755,16,21414.000,1394,21414.000
756,16,21460.000,1397,21460.000
757,8,9275.000,1171,9275.000
758,12,16083.000,1524,16083.000
759,11,13973.000,1394,13973.000
760,32,39470.000,1394,39470.000
761,11,14320.000,1394,14320.000
762,13,18578.000,1598,18578.000
763,15,18215.000,1274,18215.000
764,13,17097.000,1489,17097.000
765,28,37843.000,1386,37843.000
766,11,15387.000,1489,15387.000
767,15,17721.000,1074,17721.000
768,24,36304.000,1771,36304.000
769,17,24971.000,1524,24971.000
770,11,14390.000,1394,14390.000
771,12,15980.000,1452,15980.000
772,22,29106.000,1394,29106.000
773,5,6021.000,1121,6021.000
774,9,12450.000,1342,12450.000
775,18,24686.000,1598,24686.000
776,12,16036.000,1424,16036.000
777,17,24137.000,1406,24137.000
778,20,26542.000,1456,26542.000
779,23,31361.000,1413,31361.000
780,14,19355.000,1560,19355.000
781,23,32008.000,1724,32008.000
782,8,10686.000,1394,10686.000
783,23,32547.000,1560,32547.000
784,14,17032.000,1128,17032.000
785,22,32588.000,1724,32588.000
786,15,22337.000,1724,22337.000
787,15,20868.000,1560,20868.000
788,12,15308.000,1394,15308.000
789,19,25384.000,1441,25384.000
790,15,20602.000,1423,20602.000
791,19,28482.000,1641,28482.000
792,27,38720.000,1662,38720.000
793,10,12948.000,1424,12948.000
794,14,18484.000,1445,18484.000
795,22,33587.000,1770,33587.000
796,17,22914.000,1575,22914.000
797,18,26729.000,1680,26729.000
798,2,1851.000,963,1851.000
799,14,18669.000,1589,18669.000
800,25,35367.000,1560,35367.000
801,17,20794.000,1385,20794.000
802,18,22875.000,1475,22875.000
803,13,17227.000,1321,17227.000
804,13,15646.000,1289,15646.000
805,15,20453.000,1366,20453.000
806,14,18046.000,1333,18046.000
807,21,27836.000,1467,27836.000
808,15,18241.000,1394,18241.000
809,21,31565.000,1724,31565.000
810,12,15393.000,1424,15393.000
811,13,16294.000,1365,16294.000
812,15,20863.000,1457,20863.000
813,17,23775.000,1652,23775.000
814,13,19244.000,1597,19244.000
815,23,34368.000,1724,34368.000
816,10,12951.000,1560,12951.000
817,13,16571.000,1394,16571.000
818,16,24954.000,1771,24954.000
819,15,20915.000,1680,20915.000
820,17,21666.000,1456,21666.000
821,18,24700.000,1622,24700.000
822,9,11533.000,1424,11533.000
